"Customer.Name","Sum.Order.Gap.Adj","Count.True","Order.Freq","Customer.Class","Sum.Sale","Sum.Profit","Profit.Margin","Profitability","Last.Order.Date","Days.Since.Last.Order","Average.Discount","Discount.Level","Segment"
"Daniel Raglin",1394,40,35,"A",27929.86,6103.97,0.218546387271544,"Profitable",2014-12-04,27,0.159952941176471,"High","Home Office"
"Dario Medina",1257,41,31,"A",22299.98,2306.93,0.103449868564905,"Profitable",2014-12-19,12,0.155184210526316,"High","Corporate"
"Darren Budd",1331,15,89,"D",9679.24,586.96,0.0606411247164034,"Profitable",2014-11-04,57,0.107096774193548,"Low","Corporate"
"Darren Koutras",1440,36,40,"A",14905.4,1287.92,0.0864062688690005,"Profitable",2014-12-30,1,0.122375,"Low","Consumer"
"Darren Powers",1443,39,37,"A",15976.37,-517.45,-0.0323884587049499,"Unprofitable",2014-12-17,14,0.215243902439024,"High","Consumer"
"Darrin Martin",1396,35,40,"B",17732.32,1991.75,0.112323147788896,"Profitable",2014-12-29,2,0.134545454545455,"Low","Consumer"
"Darrin Sayre",1304,30,43,"C",13280.81,1487.67,0.112016511041119,"Profitable",2014-11-13,48,0.183823529411765,"High","Home Office"
"Darrin Van Huff",1421,37,38,"A",22746.33,616.32,0.0270953599987339,"Profitable",2014-12-12,19,0.249085106382979,"High","Corporate"
"Dave Brooks",1393,32,44,"C",25547.17,3652.36,0.142965346063771,"Profitable",2014-12-23,8,0.167914285714286,"High","Consumer"
"Dave Hallsten",1354,34,40,"B",16192.36,1681.87,0.103868120521036,"Profitable",2014-10-17,75,0.0936144578313253,"Low","Corporate"
"Dave Kipp",1379,39,35,"A",19452.41,4080.56,0.209771437061012,"Profitable",2014-12-23,8,0.1144375,"Low","Consumer"
"Dave Poirier",1448,29,50,"C",25900.75,4600.13,0.177606053878749,"Profitable",2014-12-25,6,0.153290322580645,"High","Corporate"
"David Bremer",1183,20,59,"D",6273.83,-2270.7,-0.361932025572896,"Unprofitable",2014-12-26,5,0.207411764705882,"High","Corporate"
"David Flashing",1441,22,66,"D",11542.04,363.07,0.0314563110160769,"Profitable",2014-12-22,9,0.216538461538462,"High","Consumer"
"David Kendrick",1419,34,42,"B",17561.58,2179.14,0.124085646052348,"Profitable",2014-12-21,10,0.126379310344828,"Low","Corporate"
"David Philippe",1424,30,47,"C",23729.23,834.53,0.0351688613579117,"Profitable",2014-12-24,7,0.187382352941176,"High","Consumer"
"David Smith",1332,31,43,"C",13632.55,1713.41,0.125685216632251,"Profitable",2014-12-17,14,0.103333333333333,"Low","Corporate"
"David Wiener",1436,28,51,"D",10930.54,1739.1,0.159104673694072,"Profitable",2014-12-25,6,0.132857142857143,"Low","Corporate"
"Dean Braden",1420,33,43,"B",14130.62,1425.81,0.100902154328685,"Profitable",2014-12-24,7,0.203424657534247,"High","Consumer"
"Dean Katz",1387,35,40,"B",10654.45,1007.1,0.0945238843863362,"Profitable",2014-12-30,1,0.117321428571429,"Low","Corporate"
"Dean percer",1297,34,38,"B",22834.91,3959.16,0.173381896403358,"Profitable",2014-12-13,18,0.0852098765432099,"Low","Home Office"
"Deanra Eno",1268,30,42,"C",12800.28,1735.5,0.135582971622496,"Profitable",2014-12-12,19,0.0763636363636364,"Low","Home Office"
"Deborah Brumfield",1416,27,52,"D",12576.6,1640.24,0.130419986323808,"Profitable",2014-12-22,9,0.158620689655172,"High","Home Office"
"Debra Catini",1325,27,49,"D",16964.65,865.33,0.0510078309897345,"Profitable",2014-12-13,18,0.111148148148148,"Low","Consumer"
"Deirdre Greer",1257,34,37,"B",16713.74,2374.32,0.142057971465393,"Profitable",2014-12-17,14,0.1296875,"Low","Corporate"
"Delfina Latchford",1426,33,43,"B",20252.47,2798.54,0.138182651301298,"Profitable",2014-12-13,18,0.115789473684211,"Low","Consumer"
"Denise Leinenbach",1376,35,39,"B",17940.98,2747.49,0.153140463898851,"Profitable",2014-12-19,12,0.096,"Low","Consumer"
"Denise Monton",1223,32,38,"C",22053.31,-2597.8,-0.117796376144896,"Unprofitable",2014-12-29,2,0.196271186440678,"High","Corporate"
"Dennis Bolton",1387,30,46,"C",10611.34,1922.72,0.181194834959581,"Profitable",2014-11-14,47,0.115615384615385,"Low","Home Office"
"Dennis Kane",1399,36,39,"A",20105.31,2965.51,0.147498844832534,"Profitable",2014-12-27,4,0.0763157894736842,"Low","Consumer"
"Dennis Pardue",1458,33,44,"B",11658.92,2688.19,0.230569383785119,"Profitable",2014-12-31,0,0.0805263157894737,"Low","Home Office"
"Denny Blanton",1291,27,48,"D",16632.64,1958.56,0.117754006579833,"Profitable",2014-12-03,28,0.116392156862745,"Low","Consumer"
"Denny Joy",1380,32,43,"C",22562.07,3255.4,0.144286406344808,"Profitable",2014-12-30,1,0.126380952380952,"Low","Corporate"
"Denny Ordway",1251,41,31,"A",18796.62,4137.64,0.220126810032868,"Profitable",2014-11-25,36,0.11578313253012,"Low","Consumer"
"Dianna Arnett",1354,29,47,"C",15247.42,-297.83,-0.0195331406887198,"Unprofitable",2014-12-18,13,0.171066666666667,"High","Home Office"
"Dianna Vittorini",1437,25,57,"D",16948.7,3342.72,0.197225745927416,"Profitable",2014-12-18,13,0.0532380952380952,"Low","Consumer"
"Dianna Wilson",1314,33,40,"B",23454.96,5029.09,0.214414776234963,"Profitable",2014-11-06,55,0.0957727272727273,"Low","Home Office"
"Dionis Lloyd",1259,32,39,"C",16645.79,1560.87,0.0937696558709439,"Profitable",2014-12-09,22,0.146428571428571,"High","Corporate"
"Don Jones",1440,36,40,"A",21396.98,4310.46,0.20145179366434,"Profitable",2014-12-25,6,0.0733076923076923,"Low","Corporate"
"Don Miller",1240,23,54,"D",11831.65,-273.42,-0.0231092028584348,"Unprofitable",2014-11-26,35,0.144269230769231,"High","Corporate"
"Don Weiss",1362,23,59,"D",14383,425.71,0.0295981366891469,"Profitable",2014-12-19,12,0.214516129032258,"High","Consumer"
"Dorothy Badders",1345,25,54,"D",10386.33,1242.28,0.119607214482883,"Profitable",2014-12-26,5,0.16065306122449,"High","Corporate"
"Dorothy Dickinson",1417,32,44,"C",11072.88,1399.65,0.126403428918222,"Profitable",2014-11-20,41,0.115181818181818,"Low","Consumer"
"Dorothy Wardle",1303,40,33,"A",12604.92,870.56,0.0690650952167884,"Profitable",2014-12-26,5,0.137027027027027,"Low","Corporate"
"Dorris liebe",1381,29,48,"C",14721.82,1851.71,0.125779964705451,"Profitable",2014-12-26,5,0.193793103448276,"High","Corporate"
"Doug Bickford",1235,32,39,"C",12855.61,2967.68,0.230847077657147,"Profitable",2014-12-04,27,0.115551724137931,"Low","Consumer"
"Doug Jacobs",1191,31,38,"C",13854.08,2675.75,0.193138050307202,"Profitable",2014-12-19,12,0.128888888888889,"Low","Consumer"
"Doug O'Connell",1291,29,45,"C",13772.73,1816.73,0.131907762658529,"Profitable",2014-12-05,26,0.162411764705882,"High","Consumer"
"Duane Benoit",1411,22,64,"D",13604.78,1417.8,0.104213372064818,"Profitable",2014-12-19,12,0.180333333333333,"High","Consumer"
"Duane Huffman",1338,28,48,"D",12479.15,2151.14,0.172378727717833,"Profitable",2014-12-11,20,0.12962962962963,"Low","Home Office"
"Duane Noonan",1416,28,51,"D",14914.29,233.54,0.015658807760879,"Profitable",2014-12-19,12,0.162333333333333,"High","Consumer"
"Ed Braxton",1404,32,44,"C",15523.91,1488.61,0.0958914345677088,"Profitable",2014-11-13,48,0.133846153846154,"Low","Corporate"
"Ed Jacobs",1384,29,48,"C",10697.4,1209.95,0.113106923177595,"Profitable",2014-11-12,49,0.149333333333333,"High","Consumer"
"Ed Ludwig",1375,34,40,"B",14207.25,1155.54,0.081334529905506,"Profitable",2014-12-05,26,0.0985915492957746,"Low","Home Office"
"Edward Becker",1390,26,53,"D",9429.14,1487.15,0.157718519398376,"Profitable",2014-11-29,32,0.147959183673469,"High","Corporate"
"Edward Hooks",1442,36,40,"A",21270.3,671.19,0.0315552672035655,"Profitable",2014-12-29,2,0.180952380952381,"High","Corporate"
"Edward Nazzal",1370,28,49,"D",7068.77,237.7,0.0336267837261645,"Profitable",2014-12-17,14,0.20304347826087,"High","Consumer"
"Eileen Kiefer",1340,23,58,"D",7128.43,765.48,0.107384094393857,"Profitable",2014-11-17,44,0.141388888888889,"High","Home Office"
"Eleni McCrary",1244,28,44,"D",14582.61,1897.37,0.13011182497509,"Profitable",2014-11-03,58,0.125962962962963,"Low","Corporate"
"Elizabeth Moffitt",1184,32,37,"C",14506.34,1988.07,0.137048352651323,"Profitable",2014-11-06,55,0.14021875,"High","Corporate"
"Ellis Ballard",1426,30,48,"C",21985.9,5848.75,0.266022769138402,"Profitable",2014-12-29,2,0.0911228070175439,"Low","Corporate"
"Elpida Rittenbach",1398,26,54,"D",17132.3,2585.72,0.150926612305411,"Profitable",2014-11-08,53,0.113207547169811,"Low","Corporate"
"Emily Burns",1354,24,56,"D",7035.86,20.56,0.00292217298240727,"Profitable",2014-12-16,15,0.248285714285714,"High","Consumer"
"Emily Ducich",1398,38,37,"A",18544.35,2572.45,0.138718801144284,"Profitable",2014-12-16,15,0.160657894736842,"High","Home Office"
"Emily Grady",1383,32,43,"C",23112.3,2604.24,0.112677665139341,"Profitable",2014-12-09,22,0.146444444444444,"High","Consumer"
"Emily Phan",1308,35,37,"B",16771.31,2103.96,0.12544994994428,"Profitable",2014-12-19,12,0.156138888888889,"High","Consumer"
"Eric Barreto",1420,27,53,"D",11967.47,2091.74,0.174785480974676,"Profitable",2014-12-24,7,0.1175,"Low","Consumer"
"Eric Hoffmann",1293,34,38,"B",10351.43,2250.05,0.217366103040836,"Profitable",2014-11-04,57,0.124253521126761,"Low","Consumer"
"Eric Murdock",1448,44,33,"A",28084.4,3306.02,0.117717309253536,"Profitable",2014-12-29,2,0.15344,"High","Consumer"
"Erica Bern",1303,39,33,"A",16119.22,3030.73,0.188019643630399,"Profitable",2014-12-31,0,0.152493506493506,"High","Corporate"
"Erica Hackney",1412,30,47,"C",9479.57,1556.92,0.16423951719329,"Profitable",2014-11-28,33,0.134705882352941,"Low","Consumer"
"Erica Hernandez",1419,33,43,"B",13004.61,794.65,0.0611052542136981,"Profitable",2014-12-29,2,0.117894736842105,"Low","Home Office"
"Erica Smith",1322,39,34,"A",14720.05,3127.38,0.212457158773238,"Profitable",2014-12-31,0,0.138388059701493,"High","Consumer"
"Erin Ashbrook",1316,34,39,"B",11518.88,868.06,0.0753597571986165,"Profitable",2014-09-29,93,0.195444444444444,"High","Corporate"
"Erin Creighton",1307,26,50,"D",6731.55,831.77,0.123562923843691,"Profitable",2014-11-08,53,0.188620689655172,"High","Consumer"
"Erin Mull",1242,25,50,"D",15321.56,3939.46,0.257118726813719,"Profitable",2014-12-15,16,0.10341935483871,"Low","Consumer"
"Erin Smith",1400,33,42,"B",18161.55,2175.29,0.119774468588859,"Profitable",2014-12-03,28,0.143540540540541,"High","Corporate"
"Eudokia Martin",1334,26,51,"D",13723.26,1764.78,0.128597723864446,"Profitable",2014-12-23,8,0.129016393442623,"Low","Corporate"
"Eugene Barchas",1368,30,46,"C",16083.22,2893.66,0.179917951753442,"Profitable",2014-12-11,20,0.2159375,"High","Consumer"
"Eugene Hildebrand",1306,43,30,"A",22420.53,1660.33,0.0740540031836892,"Profitable",2014-12-09,22,0.175139534883721,"High","Home Office"
"Eugene Moren",1436,36,40,"A",23408.08,3624.25,0.154829016305481,"Profitable",2014-12-07,24,0.16463829787234,"High","Home Office"
"Eva Jacobs",1377,27,51,"D",14956.83,2794.57,0.186842399091251,"Profitable",2014-12-09,22,0.112489795918367,"Low","Consumer"
"Evan Bailliet",1332,27,49,"D",8004.06,565.62,0.0706666366818839,"Profitable",2014-12-12,19,0.131276595744681,"Low","Consumer"
"Evan Henry",1361,37,37,"A",16378.28,2281.51,0.139300952236743,"Profitable",2014-10-25,67,0.145114754098361,"High","Consumer"
"Evan Minnotte",1296,24,54,"D",19673.68,3647.46,0.185397953001167,"Profitable",2014-11-20,41,0.0941212121212121,"Low","Home Office"
"Filia McAdams",1429,36,40,"A",17289.01,1394.02,0.0806304120363167,"Profitable",2014-12-24,7,0.138869565217391,"High","Corporate"
"Frank Atkinson",1294,34,38,"B",14349.63,1496.19,0.10426679991052,"Profitable",2014-12-09,22,0.228548387096774,"High","Corporate"
"Frank Carlisle",1309,29,45,"C",12408.45,2780.79,0.224104541663141,"Profitable",2014-11-19,42,0.0954901960784314,"Low","Home Office"
"Frank Gastineau",1286,27,48,"D",9704.72,1034.11,0.10655742772589,"Profitable",2014-11-27,34,0.148863636363636,"High","Home Office"
"Frank Hawley",1396,27,52,"D",13682.63,3547.58,0.259276177167694,"Profitable",2014-12-27,4,0.099375,"Low","Corporate"
"Frank Merwin",1221,38,32,"A",16385.03,2601.29,0.158760160951796,"Profitable",2014-12-29,2,0.154961038961039,"High","Home Office"
"Frank Olsen",1414,46,31,"A",17772.66,3023.75,0.170134915088681,"Profitable",2014-12-09,22,0.133411764705882,"Low","Consumer"
"Frank Preis",1258,33,38,"B",10755.63,937.19,0.0871348307816465,"Profitable",2014-12-08,23,0.194909090909091,"High","Consumer"
"Fred Chung",1280,26,49,"D",9321.69,1496.7,0.160561014150867,"Profitable",2014-09-15,107,0.112588235294118,"Low","Corporate"
"Fred Harton",1201,23,52,"D",10765.01,2888.03,0.268279360632271,"Profitable",2014-12-30,1,0.0862380952380952,"Low","Consumer"
"Fred Hopkins",1310,39,34,"A",30400.67,4609.29,0.151618039997145,"Profitable",2014-12-30,1,0.141365853658537,"High","Corporate"
"Fred McMath",1404,27,52,"D",7441.94,1015.51,0.136457697858354,"Profitable",2014-12-30,1,0.230217391304348,"High","Consumer"
"Fred Wasserman",1346,33,41,"B",18193.56,1683.79,0.0925486820611249,"Profitable",2014-12-31,0,0.155972222222222,"High","Corporate"
"Gary Hansen",1329,44,30,"A",15269.82,613.81,0.0401975923750247,"Profitable",2014-12-11,20,0.142131578947368,"High","Home Office"
"Gary Hwang",1418,39,36,"A",24625.59,3908.12,0.158701578317514,"Profitable",2014-12-13,18,0.138235294117647,"High","Consumer"
"Gary McGarr",1380,34,41,"B",16517.68,1665.01,0.100801686435383,"Profitable",2014-12-30,1,0.134551724137931,"Low","Consumer"
"Gary Mitchum",1344,21,64,"D",11012.08,2872.11,0.260814487362969,"Profitable",2014-12-15,16,0.145348837209302,"High","Home Office"
"Gary Zandusky",1408,41,34,"A",24705.32,3742.44,0.151483162331028,"Profitable",2014-12-24,7,0.117948717948718,"Low","Consumer"
"Gene Hale",1378,25,55,"D",15487.3,2295.95,0.14824727357254,"Profitable",2014-11-10,51,0.1028,"Low","Corporate"
"Gene McClure",1153,27,43,"D",11002.56,1553.25,0.141171690951924,"Profitable",2014-09-18,104,0.0988510638297872,"Low","Consumer"
"George Ashbrook",1317,31,42,"C",13807.06,792.34,0.0573865833856013,"Profitable",2014-12-09,22,0.144862068965517,"High","Consumer"
"George Bell",1390,29,48,"C",12183.65,656.29,0.0538664521715578,"Profitable",2014-11-28,33,0.146428571428571,"High","Corporate"
"George Zrebassa",1251,29,43,"C",15292.12,4105.6,0.268478144299155,"Profitable",2014-12-01,30,0.121423076923077,"Low","Corporate"
"Georgia Rosenberg",1345,30,45,"C",13850.59,496.28,0.0358309646015079,"Profitable",2014-11-12,49,0.185838709677419,"High","Corporate"
"Giulietta Baptist",1106,30,37,"C",12570.9,1633.27,0.129924667287147,"Profitable",2014-12-18,13,0.121848484848485,"Low","Consumer"
"Giulietta Dortch",1423,32,44,"C",18705.69,1888.15,0.100939874444621,"Profitable",2014-12-26,5,0.171642857142857,"High","Corporate"
"Giulietta Weimer",1387,33,42,"B",18070.28,1199.06,0.0663553636136241,"Profitable",2014-12-17,14,0.149122807017544,"High","Consumer"
"Grace Kelly",1443,27,53,"D",19980.37,3495.29,0.174936199880182,"Profitable",2014-12-19,12,0.173076923076923,"High","Corporate"
"Grant Thornton",1448,26,56,"D",20225.36,-3577.92,-0.176902660817904,"Unprofitable",2014-12-22,9,0.185083333333333,"High","Corporate"
"Greg Guthrie",1418,33,43,"B",13903.38,1523.52,0.10957910954027,"Profitable",2014-11-28,33,0.0966933333333333,"Low","Corporate"
"Greg Hansen",1436,37,39,"A",13998.52,1584.67,0.113202681426322,"Profitable",2014-12-30,1,0.210215384615385,"High","Consumer"
"Greg Matthias",1447,37,39,"A",13601.01,-1337.92,-0.0983691652311115,"Unprofitable",2014-12-30,1,0.205027027027027,"High","Consumer"
"Greg Maxwell",1319,26,51,"D",15356.44,-11.36,-0.000739754786916759,"Unprofitable",2014-11-14,47,0.13671875,"Low","Corporate"
"Greg Tran",1386,33,42,"B",35550.95,5214.13,0.14666640413266,"Profitable",2014-12-23,8,0.141448275862069,"High","Consumer"
"Guy Armstrong",1416,28,51,"D",10278.34,771.98,0.0751074589865679,"Profitable",2014-12-29,2,0.17875,"High","Consumer"
"Guy Phonely",1364,32,43,"C",15403.83,1250.11,0.0811557904754856,"Profitable",2014-12-30,1,0.15,"High","Corporate"
"Guy Thornton",1372,30,46,"C",9059.28,784.18,0.0865609629021291,"Profitable",2014-12-31,0,0.106,"Low","Consumer"
"Hallie Redmond",1408,25,56,"D",15677.25,1705.27,0.108773541277966,"Profitable",2014-12-18,13,0.10983606557377,"Low","Home Office"
"Harold Dahlen",1288,35,37,"B",20074.75,2631.19,0.131069627268086,"Profitable",2014-11-19,42,0.190987654320988,"High","Home Office"
"Harold Engle",1425,31,46,"C",10993.82,1710.44,0.155581954225192,"Profitable",2014-12-25,6,0.122732394366197,"Low","Corporate"
"Harold Pawlan",1347,29,46,"C",8518.12,880.22,0.103335008194296,"Profitable",2014-12-01,30,0.152222222222222,"High","Home Office"
"Harold Ryan",1152,24,48,"D",10029.09,1456.04,0.145181666532058,"Profitable",2014-11-10,51,0.151636363636364,"High","Corporate"
"Harry Greene",1330,36,37,"A",24216.45,-291.49,-0.0120368592423745,"Unprofitable",2014-12-19,12,0.119128712871287,"Low","Consumer"
"Harry Marie",1453,40,36,"A",28476.94,6958.29,0.24434823404481,"Profitable",2014-12-30,1,0.159176470588235,"High","Corporate"
"Heather Jas",1337,38,35,"A",15434.02,2618.26,0.169642128233603,"Profitable",2014-12-26,5,0.0769117647058824,"Low","Home Office"
"Heather Kirkland",1392,33,42,"B",15543.41,2494.93,0.16051368393422,"Profitable",2014-11-18,43,0.122333333333333,"Low","Corporate"
"Helen Abelman",1267,28,45,"D",16933.42,-761.69,-0.0449814626933012,"Unprofitable",2014-12-18,13,0.228935483870968,"High","Consumer"
"Helen Andreada",1396,31,45,"C",10411.07,1561.16,0.149951926170893,"Profitable",2014-12-11,20,0.134126984126984,"Low","Consumer"
"Helen Wasserman",1161,35,33,"B",18374.03,2555.11,0.139060946346555,"Profitable",2014-11-27,34,0.0927272727272727,"Low","Corporate"
"Henia Zydlo",1418,28,51,"D",12486.82,741.48,0.0593810113383552,"Profitable",2014-11-26,35,0.194245614035088,"High","Consumer"
"Henry Goldwyn",1175,39,30,"A",17165.27,-1597.51,-0.0930664067620259,"Unprofitable",2014-12-08,23,0.147633802816901,"High","Corporate"
"Henry MacAllister",1209,34,36,"B",17128.09,2673.34,0.156079282628711,"Profitable",2014-12-06,25,0.105625,"Low","Consumer"
"Herbert Flentye",1419,34,42,"B",11812.84,-653.13,-0.0552898371602426,"Unprofitable",2014-12-17,14,0.171688311688312,"High","Consumer"
"Hilary Holden",1219,27,45,"D",15229.31,2432.32,0.159713079581412,"Profitable",2014-11-07,54,0.0588070175438597,"Low","Corporate"
"Hunter Glantz",1429,35,41,"B",16214.42,1532.92,0.094540538606993,"Profitable",2014-12-25,6,0.130626865671642,"Low","Consumer"
"Hunter Lopez",1410,23,61,"D",30243.57,7816.57,0.258453945747807,"Profitable",2014-12-01,30,0.11777358490566,"Low","Consumer"
"Ionia McGrath",1422,22,65,"D",9479.79,2447.98,0.258231458713748,"Profitable",2014-12-16,15,0.105179487179487,"Low","Consumer"
"Irene Maddox",1401,31,45,"C",19918.17,-680.3,-0.0341547441356309,"Unprofitable",2014-11-21,40,0.156512195121951,"High","Consumer"
"Ivan Gibson",1345,37,36,"A",16149.37,1911.17,0.118343316178897,"Profitable",2014-12-30,1,0.113662337662338,"Low","Consumer"
"Ivan Liston",1185,32,37,"C",12855.5,1181.07,0.0918727392944654,"Profitable",2014-09-06,116,0.16565625,"High","Consumer"
"Jack Garza",1453,28,52,"D",15709.5,-922.26,-0.0587071517234794,"Unprofitable",2014-12-26,5,0.180677419354839,"High","Consumer"
"Jack Lebron",1373,37,37,"A",18673.9,1040.18,0.0557023439131622,"Profitable",2014-12-23,8,0.158,"High","Consumer"
"Jack O'Briant",1449,29,50,"C",13345.69,3045.26,0.228183031375673,"Profitable",2014-12-26,5,0.0833333333333333,"Low","Corporate"
"James Galang",1310,36,36,"A",21551.53,4549.1,0.211080141409914,"Profitable",2014-12-30,1,0.139156626506024,"High","Consumer"
"James Lanier",1442,32,45,"C",14852.96,1701.17,0.11453407266969,"Profitable",2014-12-25,6,0.130452830188679,"Low","Home Office"
"Jamie Frazer",1370,36,38,"A",20574.88,1722.61,0.083723939094663,"Profitable",2014-12-25,6,0.15472972972973,"High","Consumer"
"Jamie Kunitz",1243,29,43,"C",12534.6,2763.78,0.220492077928294,"Profitable",2014-10-31,61,0.1028,"Low","Consumer"
"Jane Waco",1313,37,35,"A",30288.45,6265.85,0.206872586745112,"Profitable",2014-12-19,12,0.114933333333333,"Low","Corporate"
"Janet Lee",1392,28,50,"D",20477.1,4730.69,0.231023435935753,"Profitable",2014-12-30,1,0.0771304347826087,"Low","Consumer"
"Janet Martin",1431,27,53,"D",18018.66,1664.65,0.0923847833301699,"Profitable",2014-12-25,6,0.160776119402985,"High","Consumer"
"Janet Molinari",1347,31,43,"C",16168.47,2780.09,0.171945150035841,"Profitable",2014-11-24,37,0.103766233766234,"Low","Corporate"
"Jas O'Carroll",1444,25,58,"D",8818.42,1905.79,0.216114678139621,"Profitable",2014-12-17,14,0.0675454545454545,"Low","Consumer"
"Jason Fortune-",1332,32,42,"C",22816.19,2692.53,0.118009623867964,"Profitable",2014-11-05,56,0.13827397260274,"High","Consumer"
"Jason Gross",1283,29,44,"C",13570.7,2254.64,0.166140287531225,"Profitable",2014-12-29,2,0.106909090909091,"Low","Corporate"
"Jason Klamczynski",1362,31,44,"C",17204.23,2022.39,0.117551904386305,"Profitable",2014-10-15,77,0.106193548387097,"Low","Corporate"
"Jasper Cacioppo",1423,35,41,"B",18442.39,337.79,0.0183159557953172,"Profitable",2014-11-27,34,0.212602739726027,"High","Consumer"
"Jay Fein",1422,29,49,"C",10819.33,-1874.68,-0.17327135783824,"Unprofitable",2014-12-18,13,0.24375,"High","Consumer"
"Jay Kimmel",1359,33,41,"B",13400.97,1550.05,0.115667000224611,"Profitable",2014-12-30,1,0.120328358208955,"Low","Consumer"
"Jenna Caffey",1151,33,35,"B",16162.01,1304.56,0.0807176830109621,"Profitable",2014-12-23,8,0.146746666666667,"High","Consumer"
"Jennifer Braxton",1363,40,34,"A",15257.53,2451.86,0.160698356811358,"Profitable",2014-12-24,7,0.154821917808219,"High","Corporate"
"Jennifer Ferguson",1299,33,39,"B",22944.49,2666.85,0.116230519832866,"Profitable",2014-12-29,2,0.0882121212121212,"Low","Consumer"
"Jennifer Halladay",1451,39,37,"A",12689.67,1590.69,0.125353141571057,"Profitable",2014-12-26,5,0.127948717948718,"Low","Consumer"
"Jennifer Jackson",1304,25,52,"D",12187.05,1022.7,0.0839169446256477,"Profitable",2014-12-12,19,0.162682926829268,"High","Consumer"
"Jennifer Patt",1384,35,40,"B",14210.39,2079.43,0.146331662959285,"Profitable",2014-11-25,36,0.120820512820513,"Low","Corporate"
"Jeremy Ellison",1388,28,50,"D",6819.25,1318.17,0.19330131612714,"Profitable",2014-12-04,27,0.172093023255814,"High","Consumer"
"Jeremy Farry",1397,36,39,"A",10721.92,1200.1,0.111929579776756,"Profitable",2014-12-27,4,0.0884561403508772,"Low","Consumer"
"Jeremy Lonsdale",1261,25,50,"D",11361.03,1186.28,0.10441658898885,"Profitable",2014-12-01,30,0.0739583333333333,"Low","Consumer"
"Jeremy Pistek",1229,30,41,"C",18656.57,3170.16,0.169921909547146,"Profitable",2014-12-23,8,0.114351351351351,"Low","Consumer"
"Jessica Myrick",1332,25,53,"D",7790.23,1358.93,0.174440292520247,"Profitable",2014-12-17,14,0.154901960784314,"High","Consumer"
"Jesus Ocampo",1228,28,44,"D",8206.67,582.76,0.071010531677282,"Profitable",2014-12-19,12,0.147169811320755,"High","Home Office"
"Jill Fjeld",1293,35,37,"B",23620.85,4877.69,0.206499342741688,"Profitable",2014-12-30,1,0.128230769230769,"Low","Consumer"
"Jill Matthias",1437,28,51,"D",14176.18,1716.73,0.121099619220411,"Profitable",2014-12-31,0,0.104655172413793,"Low","Consumer"
"Jill Stevenson",1394,24,58,"D",10141.33,-161.19,-0.0158943649402988,"Unprofitable",2014-12-26,5,0.273061224489796,"High","Corporate"
"Jim Epp",1140,31,37,"C",13949.55,1371.91,0.0983479753827184,"Profitable",2014-11-19,42,0.24203125,"High","Corporate"
"Jim Karlsson",1380,32,43,"C",17119.17,3976.34,0.232274111420121,"Profitable",2014-12-30,1,0.0992753623188406,"Low","Consumer"
"Jim Kriz",1199,29,41,"C",13065.88,2754.28,0.210799425679709,"Profitable",2014-12-31,0,0.120790697674419,"Low","Home Office"
"Jim Mitchum",1398,40,35,"A",19897.4,1798.53,0.0903902017349,"Profitable",2014-12-23,8,0.126833333333333,"Low","Corporate"
"Jim Radford",1400,25,56,"D",15923.13,-760.42,-0.0477556862250073,"Unprofitable",2014-12-19,12,0.085625,"Low","Consumer"
"Jim Sink",1263,30,42,"C",16282.58,2350.49,0.144356115554169,"Profitable",2014-11-21,40,0.117391304347826,"Low","Corporate"
"Jocasta Rupert",1444,22,66,"D",11241.48,932.53,0.0829543796724275,"Profitable",2014-12-24,7,0.165333333333333,"High","Consumer"
"Joe Elijah",1444,42,34,"A",22455.57,3620.89,0.161246853230624,"Profitable",2014-12-22,9,0.187560975609756,"High","Consumer"
"Joe Kamberova",1346,39,35,"A",26688.76,4373.5,0.163870483304582,"Profitable",2014-11-13,48,0.128461538461538,"Low","Consumer"
"Joel Eaton",1256,40,31,"A",21904.63,1528.78,0.0697925507073162,"Profitable",2014-11-29,32,0.13751724137931,"Low","Consumer"
"Joel Jenkins",1223,34,36,"B",19993.77,1848.99,0.0924783069926282,"Profitable",2014-12-29,2,0.130746987951807,"Low","Home Office"
"John Castell",1203,30,40,"C",12295.27,1858.39,0.151146741795829,"Profitable",2014-12-30,1,0.132867924528302,"Low","Consumer"
"John Dryer",1292,29,45,"C",11590.82,-1198.71,-0.10341891255321,"Unprofitable",2014-12-16,15,0.225291666666667,"High","Consumer"
"John Grady",1366,39,35,"A",22223.77,3280.78,0.147624817931431,"Profitable",2014-12-31,0,0.119684210526316,"Low","Corporate"
"John Huston",1407,37,38,"A",25945.73,5395.82,0.207965626713914,"Profitable",2014-12-18,13,0.113493975903614,"Low","Consumer"
"John Lee",1377,37,37,"A",25982.32,2393,0.0921010902798518,"Profitable",2014-12-10,21,0.117361111111111,"Low","Consumer"
"John Lucas",1365,25,55,"D",10501.28,354.25,0.0337339829049411,"Profitable",2014-11-17,44,0.214,"High","Consumer"
"John Murray",1113,34,33,"B",22386.21,2318.11,0.103550802033931,"Profitable",2014-10-24,68,0.124050632911392,"Low","Consumer"
"John Stevenson",1352,25,54,"D",12189.1,491.4,0.0403147074025154,"Profitable",2014-12-20,11,0.163333333333333,"High","Consumer"
"Jonathan Doherty",1374,37,37,"A",19481.76,1726.79,0.0886362423107563,"Profitable",2014-12-29,2,0.0963023255813954,"Low","Corporate"
